asd,name,year,properties,nonCurrentLiabilities,currentLiabbilities,equities,fullPrice,priceNextYear
7207,MABION,2010,32046,1038,5461,80418,1159200.0,857700.0
6606,MEGARON,2007,16086,610,2677,41013,4073400.0,618163200.0
6479,IPOPEMA,2010,32046,1038,5461,80418,1159200.0,857700.0
5659,CFI,2009,23851,1089,4068,69283,1168500.0,1159200.0
10269,LTL,2017,74142,659,9388,148860,9377600.0,25500.0
2901,ACE,2007,16086,610,2677,41013,4073400.0,618163200.0
1504,NORDEABP,2014,68630,687,10513,119065,911300.0,2932000.0
375,ECHO,2016,74044,751,10353,143526,313200.0,9377600.0
397,POLIMEXMS,2012,41583,738,13688,106601,140200.0,119939300.0
1890,PROKOM,2010,32046,1038,5461,80418,1159200.0,857700.0
8319,SADOVAYA,2017,74142,659,9388,148860,9377600.0,25500.0
7299,VINDEXUS,2011,35340,817,11266,94012,857700.0,140200.0
7656,TOYA,2017,74142,659,9388,148860,9377600.0,25500.0
7064,NOVATURAS,2010,32046,1038,5461,80418,1159200.0,857700.0
5248,CASHFLOW,2014,68630,687,10513,119065,911300.0,2932000.0
6330,KINOPOL,2017,74142,659,9388,148860,9377600.0,25500.0
1291,VISTULA,2009,23851,1089,4068,69283,1168500.0,1159200.0
6867,PLAY,2008,24380,865,9160,48498,618163200.0,1168500.0
4820,INTROL,2015,68095,661,7154,130446,2932000.0,313200.0
5971,KRKA,2009,23851,1089,4068,69283,1168500.0,1159200.0
2268,HYGIENIKA,2011,35340,817,11266,94012,857700.0,140200.0
10585,PSG,2008,24380,865,9160,48498,618163200.0,1168500.0
5107,BAKALLAND,2016,74044,751,10353,143526,313200.0,9377600.0
10360,BPH,2017,74142,659,9388,148860,9377600.0,25500.0
1719,IMPEL,2008,24380,865,9160,48498,618163200.0,1168500.0
5341,WASKO,2016,74044,751,10353,143526,313200.0,9377600.0
5092,PONAR,2014,68630,687,10513,119065,911300.0,2932000.0
4557,YAWAL,2012,41583,738,13688,106601,140200.0,119939300.0
1505,NORDEABP,2015,68095,661,7154,130446,2932000.0,313200.0
7517,SANTANDER,2008,24380,865,9160,48498,618163200.0,1168500.0
6164,IDEON,2007,16086,610,2677,41013,4073400.0,618163200.0
3022,ATLANTAPL,2011,35340,817,11266,94012,857700.0,140200.0
4585,ORZEL,2014,68630,687,10513,119065,911300.0,2932000.0
7994,VIVID,2017,74142,659,9388,148860,9377600.0,25500.0
7449,ATAL,2005,12126,520,1723,30845,9262800.0,6026400.0
6697,ESTAR,2007,16086,610,2677,41013,4073400.0,618163200.0
2150,ATLANTIS,2010,32046,1038,5461,80418,1159200.0,857700.0
9756,BZWBK2,2011,35340,817,11266,94012,857700.0,140200.0
3686,CCIINT,2012,41583,738,13688,106601,140200.0,119939300.0
10151,LGPETRO,2016,74044,751,10353,143526,313200.0,9377600.0
3462,FAMUR,2009,23851,1089,4068,69283,1168500.0,1159200.0
10077,KABLEHOLD,2007,16086,610,2677,41013,4073400.0,618163200.0
2367,IBSYSTEM,2006,12720,624,1914,37316,6026400.0,4073400.0
108,CCC,2009,23851,1089,4068,69283,1168500.0,1159200.0
8814,ALTERCO,2005,12126,520,1723,30845,9262800.0,6026400.0
3379,ASSECOBS,2017,74142,659,9388,148860,9377600.0,25500.0
3235,SKOK,2016,74044,751,10353,143526,313200.0,9377600.0
885,PROCHEM,2006,12720,624,1914,37316,6026400.0,4073400.0
4634,SECOGROUP,2011,35340,817,11266,94012,857700.0,140200.0
6341,HUBSTYLE,2015,68095,661,7154,130446,2932000.0,313200.0
6096,TALANX,2017,74142,659,9388,148860,9377600.0,25500.0
6819,ASMGROUP,2012,41583,738,13688,106601,140200.0,119939300.0
405,INTERIA.PL,2007,16086,610,2677,41013,4073400.0,618163200.0
977,SOFTBANK,2007,16086,610,2677,41013,4073400.0,618163200.0
5490,SKYEUROPE,2009,23851,1089,4068,69283,1168500.0,1159200.0
8483,VENTUREIN,2012,41583,738,13688,106601,140200.0,119939300.0
6397,GOBARTO,2006,12720,624,1914,37316,6026400.0,4073400.0
3926,CENTKLIMA,2005,12126,520,1723,30845,9262800.0,6026400.0
523,MNI,2008,24380,865,9160,48498,618163200.0,1168500.0
2934,CHEMOS,2014,68630,687,10513,119065,911300.0,2932000.0
659,GTC,2014,68630,687,10513,119065,911300.0,2932000.0
6148,SILVAIR-REGS,2017,74142,659,9388,148860,9377600.0,25500.0
9087,ANTI,2005,12126,520,1723,30845,9262800.0,6026400.0
2603,HYDROBUD,2008,24380,865,9160,48498,618163200.0,1168500.0
10480,CLIF,2007,16086,610,2677,41013,4073400.0,618163200.0
7580,JSW,2006,12720,624,1914,37316,6026400.0,4073400.0
5875,DINOPL,2017,74142,659,9388,148860,9377600.0,25500.0
4138,UNICREDIT,2009,23851,1089,4068,69283,1168500.0,1159200.0
4700,MIRBUD,2012,41583,738,13688,106601,140200.0,119939300.0
8536,SETANTA,2013,62308,673,14845,119491,119939300.0,911300.0
2917,IZOLACJA,2010,32046,1038,5461,80418,1159200.0,857700.0
6693,BBIDEV,2016,74044,751,10353,143526,313200.0,9377600.0
718,RAFAKO,2008,24380,865,9160,48498,618163200.0,1168500.0
8681,ALTUSTFI,2015,68095,661,7154,130446,2932000.0,313200.0
9371,KERDOS,2016,74044,751,10353,143526,313200.0,9377600.0
1233,JCAUTO,2016,74044,751,10353,143526,313200.0,9377600.0
1510,FAM,2007,16086,610,2677,41013,4073400.0,618163200.0
4686,KAREN,2011,35340,817,11266,94012,857700.0,140200.0
2647,GROCLIN,2013,62308,673,14845,119491,119939300.0,911300.0
6307,MEXPOLSKA,2007,16086,610,2677,41013,4073400.0,618163200.0
3712,SEKO,2012,41583,738,13688,106601,140200.0,119939300.0
9457,POLFKUTNO,2011,35340,817,11266,94012,857700.0,140200.0
6583,PCCEXOL,2010,32046,1038,5461,80418,1159200.0,857700.0
10028,TOPMEDICA,2010,32046,1038,5461,80418,1159200.0,857700.0
9070,AVIASG,2014,68630,687,10513,119065,911300.0,2932000.0
6602,SKARBIEC,2016,74044,751,10353,143526,313200.0,9377600.0
2636,ELKOP,2015,68095,661,7154,130446,2932000.0,313200.0
8787,CUBEITG,2017,74142,659,9388,148860,9377600.0,25500.0
8006,ELEMENTAL,2016,74044,751,10353,143526,313200.0,9377600.0
6993,AUTOPARTN,2017,74142,659,9388,148860,9377600.0,25500.0
3112,ACTION,2010,32046,1038,5461,80418,1159200.0,857700.0
652,GTC,2007,16086,610,2677,41013,4073400.0,618163200.0
3391,DECORA,2016,74044,751,10353,143526,313200.0,9377600.0
8247,SOLAR,2010,32046,1038,5461,80418,1159200.0,857700.0
7484,FEERUM,2014,68630,687,10513,119065,911300.0,2932000.0
6421,MDIENERGIA,2017,74142,659,9388,148860,9377600.0,25500.0
3107,ACTION,2005,12126,520,1723,30845,9262800.0,6026400.0
1729,MILMET,2005,12126,520,1723,30845,9262800.0,6026400.0
10613,GLOBALNRG,2010,32046,1038,5461,80418,1159200.0,857700.0
8919,PCCINTER,2006,12720,624,1914,37316,6026400.0,4073400.0
915,14ZACH,2010,32046,1038,5461,80418,1159200.0,857700.0
8365,SARE,2011,35340,817,11266,94012,857700.0,140200.0
1399,BORYSZEW,2013,62308,673,14845,119491,119939300.0,911300.0
1436,BCHEM,2011,35340,817,11266,94012,857700.0,140200.0
8050,IFIRMA,2008,24380,865,9160,48498,618163200.0,1168500.0
10055,GPRD,2011,35340,817,11266,94012,857700.0,140200.0
6239,CCENERGY,2017,74142,659,9388,148860,9377600.0,25500.0
7077,AUGA,2010,32046,1038,5461,80418,1159200.0,857700.0
1432,BCHEM,2007,16086,610,2677,41013,4073400.0,618163200.0
3196,ERGIS,2016,74044,751,10353,143526,313200.0,9377600.0
10641,PLATIGE,2012,41583,738,13688,106601,140200.0,119939300.0
2170,STALPROFI,2017,74142,659,9388,148860,9377600.0,25500.0
2858,01NFI,2016,74044,751,10353,143526,313200.0,9377600.0
9593,POZMEAT,2017,74142,659,9388,148860,9377600.0,25500.0
8918,PCCINTER,2005,12126,520,1723,30845,9262800.0,6026400.0
3299,ZASTAL,2015,68095,661,7154,130446,2932000.0,313200.0
6897,ALUMETAL,2012,41583,738,13688,106601,140200.0,119939300.0
8887,ADVGRUPA,2013,62308,673,14845,119491,119939300.0,911300.0
8565,GETINOBLE,2016,74044,751,10353,143526,313200.0,9377600.0
3716,SEKO,2016,74044,751,10353,143526,313200.0,9377600.0
5872,DINOPL,2014,68630,687,10513,119065,911300.0,2932000.0
5507,ZNTKLAPY,2013,62308,673,14845,119491,119939300.0,911300.0
7422,BIOMEDLUB,2017,74142,659,9388,148860,9377600.0,25500.0
7543,IBSM,2008,24380,865,9160,48498,618163200.0,1168500.0
1001,MOL,2005,12126,520,1723,30845,9262800.0,6026400.0
5109,TERESA,2005,12126,520,1723,30845,9262800.0,6026400.0
4967,CAMMEDIA,2006,12720,624,1914,37316,6026400.0,4073400.0
6142,SILVAIR-REGS,2011,35340,817,11266,94012,857700.0,140200.0
2661,LZPS,2014,68630,687,10513,119065,911300.0,2932000.0
1087,ORBIS,2013,62308,673,14845,119491,119939300.0,911300.0
2954,ERG,2008,24380,865,9160,48498,618163200.0,1168500.0
7508,SESCOM,2012,41583,738,13688,106601,140200.0,119939300.0
1888,PROKOM,2008,24380,865,9160,48498,618163200.0,1168500.0
7838,SLEEPZAG,2017,74142,659,9388,148860,9377600.0,25500.0
10344,PBK,2014,68630,687,10513,119065,911300.0,2932000.0
9835,OKOCIM,2012,41583,738,13688,106601,140200.0,119939300.0
1610,MPECWRO,2016,74044,751,10353,143526,313200.0,9377600.0
3673,DROP,2012,41583,738,13688,106601,140200.0,119939300.0
4075,COMPLEX,2011,35340,817,11266,94012,857700.0,140200.0
7224,BOGDANKA,2014,68630,687,10513,119065,911300.0,2932000.0
3674,DROP,2013,62308,673,14845,119491,119939300.0,911300.0
4605,DREWEX,2008,24380,865,9160,48498,618163200.0,1168500.0
4474,UNIBEP,2007,16086,610,2677,41013,4073400.0,618163200.0
3814,MWTRADE,2010,32046,1038,5461,80418,1159200.0,857700.0
2847,01NFI,2005,12126,520,1723,30845,9262800.0,6026400.0
4332,NORTCOAST,2008,24380,865,9160,48498,618163200.0,1168500.0
8585,KDMSHIPNG,2010,32046,1038,5461,80418,1159200.0,857700.0
3986,ENERGOINS,2013,62308,673,14845,119491,119939300.0,911300.0
9705,WDX,2012,41583,738,13688,106601,140200.0,119939300.0
7677,LIVECHAT,2012,41583,738,13688,106601,140200.0,119939300.0
9326,DTP,2010,32046,1038,5461,80418,1159200.0,857700.0
7818,POLWAX,2010,32046,1038,5461,80418,1159200.0,857700.0
490,BEST,2014,68630,687,10513,119065,911300.0,2932000.0
3056,CORMAY,2006,12720,624,1914,37316,6026400.0,4073400.0
5984,IMS,2009,23851,1089,4068,69283,1168500.0,1159200.0
9719,GEKOPLAST,2013,62308,673,14845,119491,119939300.0,911300.0
6728,CLNPHARMA,2012,41583,738,13688,106601,140200.0,119939300.0
1186,MOSTALPLC,2008,24380,865,9160,48498,618163200.0,1168500.0
7658,ALIOR,2006,12720,624,1914,37316,6026400.0,4073400.0
4560,YAWAL,2015,68095,661,7154,130446,2932000.0,313200.0
7372,ZUE,2006,12720,624,1914,37316,6026400.0,4073400.0
8758,TXM,2014,68630,687,10513,119065,911300.0,2932000.0
3854,WARFAMA,2011,35340,817,11266,94012,857700.0,140200.0
1062,BMPAG,2014,68630,687,10513,119065,911300.0,2932000.0
604,12PIAST,2011,35340,817,11266,94012,857700.0,140200.0
7707,PHN,2016,74044,751,10353,143526,313200.0,9377600.0
5512,MONNARI,2005,12126,520,1723,30845,9262800.0,6026400.0
5351,K2INTERNT,2013,62308,673,14845,119491,119939300.0,911300.0
9549,EFL,2012,41583,738,13688,106601,140200.0,119939300.0
2979,MAGELLAN,2007,16086,610,2677,41013,4073400.0,618163200.0
4163,GRAAL,2008,24380,865,9160,48498,618163200.0,1168500.0
1005,MOL,2009,23851,1089,4068,69283,1168500.0,1159200.0
1468,BYTOM,2017,74142,659,9388,148860,9377600.0,25500.0
4658,QUANTUM,2009,23851,1089,4068,69283,1168500.0,1159200.0
2576,POLLENAE,2007,16086,610,2677,41013,4073400.0,618163200.0
6888,PBKM,2016,74044,751,10353,143526,313200.0,9377600.0
9354,SKYSTONE,2012,41583,738,13688,106601,140200.0,119939300.0
8802,CDRED,2006,12720,624,1914,37316,6026400.0,4073400.0
4299,RAFAMET,2014,68630,687,10513,119065,911300.0,2932000.0
8049,IFIRMA,2007,16086,610,2677,41013,4073400.0,618163200.0
6413,MDIENERGIA,2009,23851,1089,4068,69283,1168500.0,1159200.0
10206,ESPEBEPE,2006,12720,624,1914,37316,6026400.0,4073400.0
5578,MASTERPHA,2006,12720,624,1914,37316,6026400.0,4073400.0
3911,FOTA,2016,74044,751,10353,143526,313200.0,9377600.0
2924,IZOLACJA,2017,74142,659,9388,148860,9377600.0,25500.0
7296,VINDEXUS,2008,24380,865,9160,48498,618163200.0,1168500.0
10473,EBI,2013,62308,673,14845,119491,119939300.0,911300.0
1357,KOMPAP,2010,32046,1038,5461,80418,1159200.0,857700.0
7271,PRAIRIE,2009,23851,1089,4068,69283,1168500.0,1159200.0
951,ARKSTEEL,2007,16086,610,2677,41013,4073400.0,618163200.0
588,KOGENERA,2008,24380,865,9160,48498,618163200.0,1168500.0
2154,ATLANTIS,2014,68630,687,10513,119065,911300.0,2932000.0
3588,PCGUARD,2005,12126,520,1723,30845,9262800.0,6026400.0
9363,KERDOS,2008,24380,865,9160,48498,618163200.0,1168500.0
3963,TELL,2016,74044,751,10353,143526,313200.0,9377600.0
711,BANKBPH,2014,68630,687,10513,119065,911300.0,2932000.0
2672,AMICA,2012,41583,738,13688,106601,140200.0,119939300.0
5112,TERESA,2008,24380,865,9160,48498,618163200.0,1168500.0
2606,HYDROBUD,2011,35340,817,11266,94012,857700.0,140200.0
83,LUBAWA,2010,32046,1038,5461,80418,1159200.0,857700.0
3065,CORMAY,2015,68095,661,7154,130446,2932000.0,313200.0
8185,TOWERINVT,2013,62308,673,14845,119491,119939300.0,911300.0
4148,KONSSTALI,2006,12720,624,1914,37316,6026400.0,4073400.0
6906,APLISENS,2008,24380,865,9160,48498,618163200.0,1168500.0
7819,POLWAX,2011,35340,817,11266,94012,857700.0,140200.0
1696,MENNICA,2011,35340,817,11266,94012,857700.0,140200.0
4212,LENA,2005,12126,520,1723,30845,9262800.0,6026400.0
5683,CDPROJEKT,2007,16086,610,2677,41013,4073400.0,618163200.0
7859,JWWINVEST,2012,41583,738,13688,106601,140200.0,119939300.0
4919,ZREMB,2010,32046,1038,5461,80418,1159200.0,857700.0
6359,EVEREST,2007,16086,610,2677,41013,4073400.0,618163200.0
8684,HARPER,2005,12126,520,1723,30845,9262800.0,6026400.0
788,BZWBK,2013,62308,673,14845,119491,119939300.0,911300.0
837,BRE,2010,32046,1038,5461,80418,1159200.0,857700.0
2336,ELDORADO,2014,68630,687,10513,119065,911300.0,2932000.0
9826,WAFAPOMP,2016,74044,751,10353,143526,313200.0,9377600.0
3747,ELEKTROTI,2008,24380,865,9160,48498,618163200.0,1168500.0
2129,BEEFSAN,2015,68095,661,7154,130446,2932000.0,313200.0
28,SKOTAN,2007,16086,610,2677,41013,4073400.0,618163200.0
1426,SUWARY,2014,68630,687,10513,119065,911300.0,2932000.0
1168,PEMUG,2016,74044,751,10353,143526,313200.0,9377600.0
9519,TONSIL,2008,24380,865,9160,48498,618163200.0,1168500.0
5657,CFI,2007,16086,610,2677,41013,4073400.0,618163200.0
1048,ASSECOPOL,2013,62308,673,14845,119491,119939300.0,911300.0
5052,KREDYTIN,2013,62308,673,14845,119491,119939300.0,911300.0
3794,RESBUD,2016,74044,751,10353,143526,313200.0,9377600.0
2522,WANDALEX,2005,12126,520,1723,30845,9262800.0,6026400.0
5333,WASKO,2008,24380,865,9160,48498,618163200.0,1168500.0
2191,COMPLAND,2012,41583,738,13688,106601,140200.0,119939300.0
2058,SWISSMED,2009,23851,1089,4068,69283,1168500.0,1159200.0
6292,CDRL,2005,12126,520,1723,30845,9262800.0,6026400.0
2121,BEEFSAN,2007,16086,610,2677,41013,4073400.0,618163200.0
3169,LOTOS,2015,68095,661,7154,130446,2932000.0,313200.0
8131,OAT,2011,35340,817,11266,94012,857700.0,140200.0
10600,AURUM,2010,32046,1038,5461,80418,1159200.0,857700.0
8788,PGODLEW,2005,12126,520,1723,30845,9262800.0,6026400.0
5652,SUNEX,2015,68095,661,7154,130446,2932000.0,313200.0
3122,PROCAD,2007,16086,610,2677,41013,4073400.0,618163200.0
5861,11BIT,2016,74044,751,10353,143526,313200.0,9377600.0
1211,ODLEWNIE,2007,16086,610,2677,41013,4073400.0,618163200.0
3116,ACTION,2014,68630,687,10513,119065,911300.0,2932000.0
5677,IQP,2014,68630,687,10513,119065,911300.0,2932000.0
2167,STALPROFI,2014,68630,687,10513,119065,911300.0,2932000.0
2281,DUDA,2011,35340,817,11266,94012,857700.0,140200.0
3072,RONSON,2009,23851,1089,4068,69283,1168500.0,1159200.0
4376,SOBIESKI,2013,62308,673,14845,119491,119939300.0,911300.0
1114,POLNORD,2014,68630,687,10513,119065,911300.0,2932000.0
8653,KBDOM,2013,62308,673,14845,119491,119939300.0,911300.0
8044,ABADONRE,2015,68095,661,7154,130446,2932000.0,313200.0
374,ECHO,2015,68095,661,7154,130446,2932000.0,313200.0
8876,INTAKUS,2015,68095,661,7154,130446,2932000.0,313200.0
7842,KGL,2008,24380,865,9160,48498,618163200.0,1168500.0
1970,DGA,2012,41583,738,13688,106601,140200.0,119939300.0
9988,BACD,2009,23851,1089,4068,69283,1168500.0,1159200.0
10518,POLAR,2006,12720,624,1914,37316,6026400.0,4073400.0
7376,ZUE,2010,32046,1038,5461,80418,1159200.0,857700.0
3175,SYNTHOS,2008,24380,865,9160,48498,618163200.0,1168500.0
6473,PRAGMAFA,2017,74142,659,9388,148860,9377600.0,25500.0
10078,KABLEHOLD,2008,24380,865,9160,48498,618163200.0,1168500.0
6945,ORANGEPL,2008,24380,865,9160,48498,618163200.0,1168500.0
1708,KETY,2010,32046,1038,5461,80418,1159200.0,857700.0
2036,PAGED,2013,62308,673,14845,119491,119939300.0,911300.0
3999,EUROCASH,2013,62308,673,14845,119491,119939300.0,911300.0
306,TVN,2012,41583,738,13688,106601,140200.0,119939300.0
3680,CCIINT,2006,12720,624,1914,37316,6026400.0,4073400.0
3597,PCGUARD,2014,68630,687,10513,119065,911300.0,2932000.0
7617,INDYGO,2017,74142,659,9388,148860,9377600.0,25500.0
4975,CAMMEDIA,2014,68630,687,10513,119065,911300.0,2932000.0
7921,AILLERON,2009,23851,1089,4068,69283,1168500.0,1159200.0
3953,TELL,2006,12720,624,1914,37316,6026400.0,4073400.0
2408,OPTIMUS,2008,24380,865,9160,48498,618163200.0,1168500.0
9133,DSS,2012,41583,738,13688,106601,140200.0,119939300.0
4715,VARIANT,2014,68630,687,10513,119065,911300.0,2932000.0
2702,13FORTUNA,2016,74044,751,10353,143526,313200.0,9377600.0
1667,SNIEZKA,2008,24380,865,9160,48498,618163200.0,1168500.0
10340,PBK,2010,32046,1038,5461,80418,1159200.0,857700.0
7360,DELKO,2007,16086,610,2677,41013,4073400.0,618163200.0
214,KGHM,2011,35340,817,11266,94012,857700.0,140200.0
7537,MFO,2015,68095,661,7154,130446,2932000.0,313200.0
1101,PEKAO,2014,68630,687,10513,119065,911300.0,2932000.0
6788,LABOPRINT,2007,16086,610,2677,41013,4073400.0,618163200.0
9118,MIT,2010,32046,1038,5461,80418,1159200.0,857700.0
4246,HERMAN,2013,62308,673,14845,119491,119939300.0,911300.0
5808,OVOSTAR,2015,68095,661,7154,130446,2932000.0,313200.0
4753,EFH,2013,62308,673,14845,119491,119939300.0,911300.0
7006,ARCTIC,2017,74142,659,9388,148860,9377600.0,25500.0
5349,K2INTERNT,2011,35340,817,11266,94012,857700.0,140200.0
3793,RESBUD,2015,68095,661,7154,130446,2932000.0,313200.0
10358,BPH,2015,68095,661,7154,130446,2932000.0,313200.0
8008,ZEPAK,2005,12126,520,1723,30845,9262800.0,6026400.0
7949,TRANSPOL,2011,35340,817,11266,94012,857700.0,140200.0
6919,RANKPROGR,2008,24380,865,9160,48498,618163200.0,1168500.0
8382,PRIMETECH,2015,68095,661,7154,130446,2932000.0,313200.0
671,WAWEL,2013,62308,673,14845,119491,119939300.0,911300.0
935,ENERGOPN,2017,74142,659,9388,148860,9377600.0,25500.0
5521,MONNARI,2014,68630,687,10513,119065,911300.0,2932000.0
2016,DWORY,2006,12720,624,1914,37316,6026400.0,4073400.0
10112,BIELBAW,2016,74044,751,10353,143526,313200.0,9377600.0
2852,01NFI,2010,32046,1038,5461,80418,1159200.0,857700.0
3876,TRION,2007,16086,610,2677,41013,4073400.0,618163200.0
4069,COMPLEX,2005,12126,520,1723,30845,9262800.0,6026400.0
800,BOS,2012,41583,738,13688,106601,140200.0,119939300.0
8164,CZTOREBKA,2005,12126,520,1723,30845,9262800.0,6026400.0
7583,JSW,2009,23851,1089,4068,69283,1168500.0,1159200.0
2941,DRAGOWSKI,2008,24380,865,9160,48498,618163200.0,1168500.0
10144,LGPETRO,2009,23851,1089,4068,69283,1168500.0,1159200.0
7144,BSCDRUK,2012,41583,738,13688,106601,140200.0,119939300.0
9010,POLMED,2006,12720,624,1914,37316,6026400.0,4073400.0
4232,MARVIPOL,2012,41583,738,13688,106601,140200.0,119939300.0
4124,NOVITUS,2008,24380,865,9160,48498,618163200.0,1168500.0
7908,YOLO,2009,23851,1089,4068,69283,1168500.0,1159200.0
2552,SWARZEDZ,2009,23851,1089,4068,69283,1168500.0,1159200.0
10455,BETONSTAL,2008,24380,865,9160,48498,618163200.0,1168500.0
7277,PRAIRIE,2015,68095,661,7154,130446,2932000.0,313200.0
9144,IDEATFI,2010,32046,1038,5461,80418,1159200.0,857700.0
10141,LGPETRO,2006,12720,624,1914,37316,6026400.0,4073400.0
2124,BEEFSAN,2010,32046,1038,5461,80418,1159200.0,857700.0
8200,GLCOSMED,2015,68095,661,7154,130446,2932000.0,313200.0
173,IVAXCORP,2009,23851,1089,4068,69283,1168500.0,1159200.0
5320,CPENERGIA,2008,24380,865,9160,48498,618163200.0,1168500.0
1362,KOMPAP,2015,68095,661,7154,130446,2932000.0,313200.0
4445,KREZUS,2017,74142,659,9388,148860,9377600.0,25500.0
3833,ARMATURA,2016,74044,751,10353,143526,313200.0,9377600.0
666,WAWEL,2008,24380,865,9160,48498,618163200.0,1168500.0
1912,FON,2006,12720,624,1914,37316,6026400.0,4073400.0
3318,MAKARONPL,2008,24380,865,9160,48498,618163200.0,1168500.0
1166,PEMUG,2014,68630,687,10513,119065,911300.0,2932000.0
2227,7BULLS,2009,23851,1089,4068,69283,1168500.0,1159200.0
5935,ACAUTOGAZ,2012,41583,738,13688,106601,140200.0,119939300.0
67,PROCHNIK,2007,16086,610,2677,41013,4073400.0,618163200.0
2556,SWARZEDZ,2013,62308,673,14845,119491,119939300.0,911300.0
6562,RAWLPLUG,2015,68095,661,7154,130446,2932000.0,313200.0
3965,IVMX,2005,12126,520,1723,30845,9262800.0,6026400.0
10639,PLATIGE,2010,32046,1038,5461,80418,1159200.0,857700.0
8500,IZOBLOK,2016,74044,751,10353,143526,313200.0,9377600.0
9469,SZEPTEL,2010,32046,1038,5461,80418,1159200.0,857700.0
194,GRAJEWO,2017,74142,659,9388,148860,9377600.0,25500.0
9557,POLIFARBC,2007,16086,610,2677,41013,4073400.0,618163200.0
4640,SECOGROUP,2017,74142,659,9388,148860,9377600.0,25500.0
1027,JELFA,2005,12126,520,1723,30845,9262800.0,6026400.0
1971,DGA,2013,62308,673,14845,119491,119939300.0,911300.0
10441,ANIMEX,2007,16086,610,2677,41013,4073400.0,618163200.0
8999,NEWWORLDN,2008,24380,865,9160,48498,618163200.0,1168500.0
4059,PAMAPOL,2008,24380,865,9160,48498,618163200.0,1168500.0
5364,PRONOX,2013,62308,673,14845,119491,119939300.0,911300.0
3997,EUROCASH,2011,35340,817,11266,94012,857700.0,140200.0
6296,CDRL,2009,23851,1089,4068,69283,1168500.0,1159200.0
9044,AGROWILL,2014,68630,687,10513,119065,911300.0,2932000.0
6713,IMMOBILE,2010,32046,1038,5461,80418,1159200.0,857700.0
1966,DGA,2008,24380,865,9160,48498,618163200.0,1168500.0
7091,MAXCOM,2011,35340,817,11266,94012,857700.0,140200.0
1473,ZYWIEC,2009,23851,1089,4068,69283,1168500.0,1159200.0
8579,MBWS,2017,74142,659,9388,148860,9377600.0,25500.0
2300,MASTERS,2017,74142,659,9388,148860,9377600.0,25500.0
9466,SZEPTEL,2007,16086,610,2677,41013,4073400.0,618163200.0
44,CAPITAL,2010,32046,1038,5461,80418,1159200.0,857700.0
1949,EKODROB,2017,74142,659,9388,148860,9377600.0,25500.0
416,PROJPRZEM,2005,12126,520,1723,30845,9262800.0,6026400.0
1296,VISTULA,2014,68630,687,10513,119065,911300.0,2932000.0
1010,MOL,2014,68630,687,10513,119065,911300.0,2932000.0
10327,WKSM,2010,32046,1038,5461,80418,1159200.0,857700.0
10384,COMPENSA,2015,68095,661,7154,130446,2932000.0,313200.0
8506,AWBUD,2009,23851,1089,4068,69283,1168500.0,1159200.0
